car,fabricante,motor,combustivel,automatico,ano_fabrica,ano_modelo,km,anunciante,cidade,estado,regiao,preco,latitude,longitude,categoria
MERCEDES-BENZ GLE 350,MERCEDES-BENZ,3,DIESEL,1,2017,2017,87940,Concessionária,Campinas,SP,Sudeste,299400,-22.9053,-47.0659,SUV
AUDI A1,AUDI,1.4,GASOLINA,1,2016,2017,40524,Concessionária,Campinas,SP,Sudeste,96900,-22.9053,-47.0659,Carro
AUDI RS Q8,AUDI,4,GASOLINA,1,2021,2021,9925,Concessionária,Campinas,SP,Sudeste,1190000,-22.9053,-47.0659,SUV
BMW X4,BMW,3,GASOLINA,1,2018,2019,20000,Loja,Fortaleza,CE,Nordeste,429900,-3.71664,-38.5423,SUV
LEXUS NX 300h,LEXUS,2.5,HIBRIDO,1,2019,2020,4800,Loja,Fortaleza,CE,Nordeste,279900,-3.71664,-38.5423,SUV
MERCEDES-BENZ A 200,MERCEDES-BENZ,1.3,GASOLINA,1,2020,2021,2100,Loja,Fortaleza,CE,Nordeste,254900,-3.71664,-38.5423,Carro
LAND ROVER RANGE ROVER SPORT,LAND ROVER,2,HIBRIDO,1,2021,2021,4300,Loja,Limeira,SP,Sudeste,635900,-22.566,-47.397,SUV
MERCEDES-BENZ C 180,MERCEDES-BENZ,1.6,FLEX,1,2018,2018,24431,Loja,Atibaia,SP,Sudeste,155000,-23.1171,-46.5563,Carro
BMW 320i,BMW,2,FLEX,1,2017,2017,52000,Loja,Blumenau,SC,Sul,137900,-26.9155,-49.0709,Carro
MERCEDES-BENZ GLC 250,MERCEDES-BENZ,2,GASOLINA,1,2018,2019,30829,Loja,Divinópolis,MG,Sudeste,239999,-20.1446,-44.8912,SUV
PORSCHE MACAN,PORSCHE,2,GASOLINA,1,2020,2020,5000,Loja,Divinópolis,MG,Sudeste,479900,-20.1446,-44.8912,SUV
JEEP GRAND CHEROKEE,JEEP,3,DIESEL,1,2015,2015,81200,Loja,São Caetano do Sul,SP,Sudeste,168000,-23.6229,-46.5548,SUV
BMW 540i,BMW,3,GASOLINA,1,2019,2019,21249,Loja,São Paulo,SP,Sudeste,353660,-23.5329,-46.6395,Carro
BMW M 235i,BMW,2,GASOLINA,1,2020,2021,4000,Loja,Vinhedo,SP,Sudeste,359800,-23.0302,-46.9833,Carro
LAND ROVER DISCOVERY SPORT,LAND ROVER,2.2,DIESEL,1,2015,2016,80000,Loja,Santos,SP,Sudeste,199900,-23.9535,-46.335,SUV
VOLVO XC60,VOLVO,2,HIBRIDO,1,2020,2020,13500,Loja,São Paulo,SP,Sudeste,349900,-23.5329,-46.6395,SUV
MERCEDES-BENZ GLC 43 AMG,MERCEDES-BENZ,3,GASOLINA,1,2018,2018,16166,Loja,Divinópolis,MG,Sudeste,399900,-20.1446,-44.8912,SUV
LAND ROVER RANGE ROVER EVOQUE,LAND ROVER,2,GASOLINA,1,2014,2015,69000,Loja,Indaiatuba,SP,Sudeste,139990,-23.0816,-47.2101,SUV
AUDI Q3,AUDI,1.4,GASOLINA,1,2019,2020,8076,Concessionária,Maringá,PR,Sul,234990,-23.4205,-51.9333,SUV
JAGUAR E-PACE,JAGUAR,2,GASOLINA,1,2019,2019,8813,Loja,Brasília,DF,Centro-Oeste,289800,-15.7795,-47.9297,SUV
AUDI Q5,AUDI,3,GASOLINA,1,2015,2015,60000,Loja,Guarulhos,SP,Sudeste,169900,-23.4538,-46.5333,SUV
LAND ROVER RANGE ROVER EVOQUE,LAND ROVER,2,GASOLINA,1,2014,2015,88000,Loja,Vinhedo,SP,Sudeste,165800,-23.0302,-46.9833,SUV
MERCEDES-BENZ GLC 250,MERCEDES-BENZ,2,GASOLINA,1,2018,2019,24400,Loja,Medianeira,PR,Sul,249900,-25.2977,-54.0943,SUV
MERCEDES-BENZ SLC 43 AMG,MERCEDES-BENZ,3,GASOLINA,1,2016,2017,23300,Loja,São Caetano do Sul,SP,Sudeste,399780,-23.6229,-46.5548,Carro
MERCEDES-BENZ GLE 400,MERCEDES-BENZ,3,GASOLINA,1,2016,2016,64000,Loja,São Paulo,SP,Sudeste,319900,-23.5329,-46.6395,SUV
LAND ROVER RANGE ROVER SPORT,LAND ROVER,3,DIESEL,1,2015,2015,92000,Loja,Londrina,PR,Sul,289900,-23.304,-51.1691,SUV
MERCEDES-BENZ GLC 250,MERCEDES-BENZ,2,GASOLINA,1,2018,2019,23300,Loja,Juiz de Fora,MG,Sudeste,390900,-21.7595,-43.3398,SUV
MERCEDES-BENZ GLA 250,MERCEDES-BENZ,2,GASOLINA,1,2018,2018,35300,Loja,São Caetano do Sul,SP,Sudeste,198000,-23.6229,-46.5548,SUV
MERCEDES-BENZ C 180,MERCEDES-BENZ,1.6,GASOLINA,1,2018,2019,36300,Loja,Rio de Janeiro,RJ,Sudeste,172000,-22.9129,-43.2003,Carro
MERCEDES-BENZ A 250,MERCEDES-BENZ,2,GASOLINA,1,2021,2021,3700,Loja,São Paulo,SP,Sudeste,287900,-23.5329,-46.6395,Carro
BMW X3,BMW,2,GASOLINA,1,2018,2019,28572,Concessionária,Brasília,DF,Centro-Oeste,266900,-15.7795,-47.9297,SUV
AUDI A4,AUDI,1.8,GASOLINA,1,2014,2015,29800,Concessionária,São Paulo,SP,Sudeste,114900,-23.5329,-46.6395,Carro
LAND ROVER DISCOVERY SPORT,LAND ROVER,2,DIESEL,1,2016,2016,95000,Loja,São José dos Campos,SP,Sudeste,158900,-23.1896,-45.8841,SUV
AUDI Q3,AUDI,1.4,FLEX,1,2017,2018,52509,Loja,Cascavel,PR,Sul,125000,-24.9573,-53.459,SUV
PORSCHE PANAMERA,PORSCHE,2.9,HIBRIDO,1,2020,2021,2904,Loja,Brasília,DF,Centro-Oeste,1088000,-15.7795,-47.9297,SUV
AUDI Q5,AUDI,2,GASOLINA,1,2020,2020,13000,Loja,Juiz de Fora,MG,Sudeste,249900,-21.7595,-43.3398,SUV
LEXUS UX 250h,LEXUS,2,HIBRIDO,1,2019,2019,14650,Loja,Curitiba,PR,Sul,189990,-25.4195,-49.2646,SUV
JAGUAR F-PACE,JAGUAR,2,GASOLINA,1,2018,2019,28000,Loja,Taubaté,SP,Sudeste,299900,-23.0104,-45.5593,SUV
BMW M 135i,BMW,2,GASOLINA,1,2020,2021,2600,Concessionária,Porto Alegre,RS,Sul,329990,-30.0318,-51.2065,Carro
AUDI Q3,AUDI,1.4,GASOLINA,1,2019,2020,8076,Concessionária,Londrina,PR,Sul,234990,-23.304,-51.1691,SUV
AUDI Q3,AUDI,1.4,GASOLINA,1,2020,2021,4000,Loja,São Paulo,SP,Sudeste,279990,-23.5329,-46.6395,SUV
AUDI Q5,AUDI,2,GASOLINA,1,2020,2020,6640,Loja,Barretos,SP,Sudeste,298900,-20.5531,-48.5698,SUV
MERCEDES-BENZ E 250,MERCEDES-BENZ,2,GASOLINA,1,2018,2019,38000,Concessionária,Sorocaba,SP,Sudeste,288990,-23.4969,-47.4451,Carro
MERCEDES-BENZ C 180,MERCEDES-BENZ,1.6,FLEX,1,2018,2018,48000,Loja,São José,SC,Sul,149900,-27.6136,-48.6366,Carro
LAND ROVER DISCOVERY,LAND ROVER,3,DIESEL,1,2019,2019,22000,Loja,São Paulo,SP,Sudeste,549990,-23.5329,-46.6395,SUV
HYUNDAI SANTA FÉ,HYUNDAI,3.3,GASOLINA,1,2017,2018,61208,Loja,Catanduva,SP,Sudeste,153900,-21.1314,-48.977,SUV
MERCEDES-BENZ GLA 250,MERCEDES-BENZ,2,GASOLINA,1,2015,2015,89930,Loja,Florianópolis,SC,Sul,129990,-27.5945,-48.5477,SUV
BMW X4,BMW,2,GASOLINA,1,2016,2017,47000,Loja,São Paulo,SP,Sudeste,214900,-23.5329,-46.6395,SUV
AUDI Q8,AUDI,3,GASOLINA,1,2019,2019,12177,Loja,Goiânia,GO,Centro-Oeste,548000,-16.6864,-49.2643,SUV
LAND ROVER RANGE ROVER EVOQUE,LAND ROVER,2.2,DIESEL,1,2014,2015,48796,Loja,Brasília,DF,Centro-Oeste,175700,-15.7795,-47.9297,SUV
VOLKSWAGEN PASSAT,VOLKSWAGEN,2,GASOLINA,1,2017,2018,40000,Concessionária,Joinville,SC,Sul,145990,-26.3045,-48.8487,Carro
MERCEDES-BENZ GLA 200,MERCEDES-BENZ,1.6,FLEX,1,2015,2015,98000,Loja,Indaiatuba,SP,Sudeste,124990,-23.0816,-47.2101,SUV
BMW 530i,BMW,2,GASOLINA,1,2017,2018,45188,Loja,Goiânia,GO,Centro-Oeste,239900,-16.6864,-49.2643,Carro
AUDI A4,AUDI,2,GASOLINA,1,2017,2018,42158,Concessionária,Campinas,SP,Sudeste,149900,-22.9053,-47.0659,Carro
JEEP GRAND CHEROKEE,JEEP,3.6,GASOLINA,1,2018,2018,99200,Loja,Monte Azul Paulista,SP,Sudeste,229950,-20.9065,-48.6387,SUV
LAND ROVER RANGE ROVER EVOQUE,LAND ROVER,2,GASOLINA,1,2018,2018,48969,Loja,Goiânia,GO,Centro-Oeste,229900,-16.6864,-49.2643,SUV
BMW X1,BMW,2,FLEX,1,2016,2016,89000,Loja,Piracicaba,SP,Sudeste,125000,-22.7338,-47.6476,SUV
VOLKSWAGEN PASSAT,VOLKSWAGEN,2,GASOLINA,1,2018,2019,30812,Concessionária,Porto Alegre,RS,Sul,174990,-30.0318,-51.2065,Carro
KIA QUORIS,KIA,3.8,GASOLINA,1,2015,2016,12500,Loja,Cascavel,PR,Sul,239000,-24.9573,-53.459,Carro
MITSUBISHI OUTLANDER,MITSUBISHI,2,GASOLINA,1,2018,2019,23000,Concessionária,Joinville,SC,Sul,169990,-26.3045,-48.8487,SUV
BMW X6,BMW,4.4,GASOLINA,1,2018,2019,19000,Loja,São Paulo,SP,Sudeste,644990,-23.5329,-46.6395,SUV
BMW 218i,BMW,1.5,GASOLINA,1,2021,2021,1520,Loja,Curitiba,PR,Sul,209990,-25.4195,-49.2646,Carro
AUDI A6,AUDI,3,GASOLINA,1,2019,2020,6000,Loja,Bragança Paulista,SP,Sudeste,399900,-22.9527,-46.5419,Carro
MERCEDES-BENZ ML 350,MERCEDES-BENZ,3,DIESEL,1,2015,2015,108392,Concessionária,Passo Fundo,RS,Sul,189900,-28.2576,-52.4091,SUV
BMW 328i,BMW,2,FLEX,1,2016,2017,75000,Loja,Cascavel,PR,Sul,165800,-24.9573,-53.459,Carro
BMW X3,BMW,3,GASOLINA,1,2018,2018,35653,Loja,Brasília,DF,Centro-Oeste,360000,-15.7795,-47.9297,SUV
LAND ROVER RANGE ROVER SPORT,LAND ROVER,3,DIESEL,1,2018,2018,67000,Loja,Florianópolis,SC,Sul,469900,-27.5945,-48.5477,SUV
LAND ROVER DISCOVERY SPORT,LAND ROVER,2,GASOLINA,1,2016,2016,53933,Loja,São Paulo,SP,Sudeste,139900,-23.5329,-46.6395,SUV
LAND ROVER RANGE ROVER EVOQUE,LAND ROVER,2,FLEX,1,2020,2020,13076,Loja,Taubaté,SP,Sudeste,359990,-23.0104,-45.5593,SUV
MERCEDES-BENZ A 200,MERCEDES-BENZ,1.3,GASOLINA,1,2019,2020,9059,Loja,Goiânia,GO,Centro-Oeste,229900,-16.6864,-49.2643,Carro
BMW Z4,BMW,2,GASOLINA,1,2015,2016,52244,Loja,São José dos Campos,SP,Sudeste,265900,-23.1896,-45.8841,Carro
MERCEDES-BENZ GLA 200,MERCEDES-BENZ,1.6,FLEX,1,2015,2015,92000,Loja,Indaiatuba,SP,Sudeste,109990,-23.0816,-47.2101,SUV
AUDI A3,AUDI,1.4,FLEX,1,2019,2019,29000,Concessionária,Criciúma,SC,Sul,139900,-28.6723,-49.3729,Carro
MITSUBISHI OUTLANDER,MITSUBISHI,3,GASOLINA,1,2018,2019,20000,Loja,São Paulo,SP,Sudeste,268000,-23.5329,-46.6395,SUV
MERCEDES-BENZ C 300,MERCEDES-BENZ,2,GASOLINA,1,2019,2020,29000,Concessionária,Santos,SP,Sudeste,309000,-23.9535,-46.335,Carro
MERCEDES-BENZ C 180,MERCEDES-BENZ,1.6,FLEX,1,2020,2020,4200,Loja,São José dos Campos,SP,Sudeste,219900,-23.1896,-45.8841,Carro
PORSCHE CAYENNE,PORSCHE,3.6,GASOLINA,1,2017,2018,27000,Loja,Bragança Paulista,SP,Sudeste,399900,-22.9527,-46.5419,SUV
BMW X1,BMW,2,FLEX,1,2016,2016,82000,Loja,Blumenau,SC,Sul,161900,-26.9155,-49.0709,SUV
VOLKSWAGEN TOUAREG,VOLKSWAGEN,3.6,GASOLINA,1,2014,2015,74178,Loja,Itajaí,SC,Sul,139900,-26.9101,-48.6705,SUV
VOLVO XC90,VOLVO,2,HIBRIDO,1,2018,2019,28463,Concessionária,São Paulo,SP,Sudeste,405000,-23.5329,-46.6395,SUV
BMW X1,BMW,2,FLEX,1,2018,2019,9000,Loja,São Paulo,SP,Sudeste,188990,-23.5329,-46.6395,SUV
BMW X1,BMW,2,FLEX,1,2019,2020,12229,Loja,Canoas,RS,Sul,289900,-29.9128,-51.1857,SUV
BMW 320i,BMW,2,GASOLINA,1,2020,2020,26122,Loja,Taubaté,SP,Sudeste,229900,-23.0104,-45.5593,Carro
PORSCHE PANAMERA,PORSCHE,2.9,HIBRIDO,1,2017,2018,22780,Loja,Blumenau,SC,Sul,759900,-26.9155,-49.0709,SUV
BMW X5,BMW,3,DIESEL,1,2016,2017,66000,Loja,São José dos Campos,SP,Sudeste,279990,-23.1896,-45.8841,SUV
LAND ROVER RANGE ROVER VELAR,LAND ROVER,2,GASOLINA,1,2018,2018,18000,Loja,Londrina,PR,Sul,414800,-23.304,-51.1691,SUV
BMW Z4,BMW,2,GASOLINA,1,2020,2021,3100,Loja,Uberlândia,MG,Sudeste,449000,-18.9141,-48.2749,Carro
BMW X6,BMW,4.4,GASOLINA,1,2017,2018,23334,Loja,Serra,ES,Sudeste,499000,-20.121,-40.3074,SUV
LAND ROVER RANGE ROVER EVOQUE,LAND ROVER,2,GASOLINA,1,2019,2020,19730,Loja,Londrina,PR,Sul,369900,-23.304,-51.1691,SUV
MERCEDES-BENZ AMG GT 43,MERCEDES-BENZ,3,HIBRIDO,1,2020,2020,7503,Loja,Brasília,DF,Centro-Oeste,790700,-15.7795,-47.9297,Carro
JAGUAR XF,JAGUAR,2,GASOLINA,1,2015,2015,28873,Loja,Guaramirim,SC,Sul,149800,-26.4688,-49.0026,Carro
AUDI A5,AUDI,2,GASOLINA,1,2017,2018,44241,Concessionária,Sorocaba,SP,Sudeste,228890,-23.4969,-47.4451,Carro
LAND ROVER DISCOVERY,LAND ROVER,3,DIESEL,1,2017,2017,43000,Loja,Bom Jesus dos Perdões,SP,Sudeste,399900,-23.1356,-46.4675,SUV
BMW 218i,BMW,1.5,GASOLINA,1,2020,2021,9901,Loja,Itajaí,SC,Sul,239900,-26.9101,-48.6705,Carro
MERCEDES-BENZ GLC 250,MERCEDES-BENZ,2,GASOLINA,1,2017,2018,56585,Loja,São Paulo,SP,Sudeste,315000,-23.5329,-46.6395,SUV
BMW X1,BMW,2,FLEX,1,2020,2021,6350,Loja,Sorocaba,SP,Sudeste,269900,-23.4969,-47.4451,SUV
MERCEDES-BENZ CLS 450,MERCEDES-BENZ,3,GASOLINA,1,2019,2019,8000,Concessionária,Passo Fundo,RS,Sul,468900,-28.2576,-52.4091,Carro
BMW X3,BMW,3,GASOLINA,1,2019,2019,20250,Loja,São Paulo,SP,Sudeste,395000,-23.5329,-46.6395,SUV
MERCEDES-BENZ C 180,MERCEDES-BENZ,1.6,FLEX,1,2017,2018,19000,Loja,São Paulo,SP,Sudeste,159880,-23.5329,-46.6395,Carro
BMW X2,BMW,2,FLEX,1,2018,2019,32500,Loja,Praia Grande,SP,Sudeste,214900,-24.0084,-46.4121,SUV
LAND ROVER DISCOVERY SPORT,LAND ROVER,2.2,DIESEL,1,2016,2016,91627,Concessionária,Londrina,PR,Sul,175900,-23.304,-51.1691,SUV
MERCEDES-BENZ GLA 200,MERCEDES-BENZ,1.6,FLEX,1,2019,2019,14000,Loja,São Paulo,SP,Sudeste,177990,-23.5329,-46.6395,SUV
PORSCHE PANAMERA,PORSCHE,4,HIBRIDO,1,2017,2018,20000,Loja,Goiânia,GO,Centro-Oeste,949000,-16.6864,-49.2643,SUV
MERCEDES-BENZ GLC 250,MERCEDES-BENZ,2,GASOLINA,1,2017,2018,45000,Loja,Porto Alegre,RS,Sul,329900,-30.0318,-51.2065,SUV
AUDI Q3,AUDI,1.4,FLEX,1,2018,2018,56000,Loja,São Caetano do Sul,SP,Sudeste,127800,-23.6229,-46.5548,SUV
MERCEDES-BENZ GLA 200,MERCEDES-BENZ,1.6,FLEX,1,2019,2019,23500,Concessionária,Passo Fundo,RS,Sul,215900,-28.2576,-52.4091,SUV
HYUNDAI SANTA FÉ,HYUNDAI,3.3,GASOLINA,1,2015,2016,68000,Loja,São Paulo,SP,Sudeste,113990,-23.5329,-46.6395,SUV
LAND ROVER DISCOVERY SPORT,LAND ROVER,2,DIESEL,1,2018,2018,59300,Loja,Catanduva,SP,Sudeste,224500,-21.1314,-48.977,SUV
MERCEDES-BENZ GLC 250,MERCEDES-BENZ,2,GASOLINA,1,2016,2016,40300,Concessionária,Passo Fundo,RS,Sul,220900,-28.2576,-52.4091,SUV
PORSCHE MACAN,PORSCHE,3,GASOLINA,1,2015,2015,93085,Loja,Brasília,DF,Centro-Oeste,285000,-15.7795,-47.9297,SUV
BMW Z4,BMW,2,GASOLINA,1,2021,2021,300,Loja,Fortaleza,CE,Nordeste,429900,-3.71664,-38.5423,Carro
MERCEDES-BENZ GLA 200,MERCEDES-BENZ,1.6,FLEX,1,2016,2016,98200,Loja,Bebedouro,SP,Sudeste,123990,-20.9491,-48.4791,SUV
BMW X1,BMW,2,FLEX,1,2020,2021,10000,Loja,Joinville,SC,Sul,235900,-26.3045,-48.8487,SUV
MERCEDES-BENZ GLE 400,MERCEDES-BENZ,3,GASOLINA,1,2017,2017,22360,Concessionária,Passo Fundo,RS,Sul,398900,-28.2576,-52.4091,SUV
BMW X5,BMW,3,DIESEL,1,2018,2019,37150,Concessionária,Rio do Sul,SC,Sul,505990,-27.2156,-49.643,SUV
BMW X1,BMW,2,FLEX,1,2018,2018,47087,Loja,Ipatinga,MG,Sudeste,149900,-19.4703,-42.5476,SUV
BMW M3,BMW,3,GASOLINA,1,2016,2017,13000,Loja,Cascavel,PR,Sul,390800,-24.9573,-53.459,Carro
LAND ROVER DISCOVERY SPORT,LAND ROVER,2,GASOLINA,1,2017,2017,57013,Concessionária,Sorocaba,SP,Sudeste,204980,-23.4969,-47.4451,SUV
BMW X1,BMW,2,FLEX,1,2015,2015,79000,Loja,Rio de Janeiro,RJ,Sudeste,99920,-22.9129,-43.2003,SUV
RENAULT LOGAN,RENAULT,1,FLEX,0,2019,2020,45284,Loja,Rio de Janeiro,RJ,Sudeste,47960,-22.9129,-43.2003,Carro
RENAULT LOGAN,RENAULT,1,FLEX,0,2019,2020,37900,Concessionária,Belo Horizonte,MG,Sudeste,49200,-19.9102,-43.9266,Carro
JEEP RENEGADE,JEEP,1.8,FLEX,1,2019,2019,23352,Loja,Osasco,SP,Sudeste,104990,-23.5324,-46.7916,SUV
FORD ECOSPORT,FORD,2,FLEX,1,2011,2012,147700,Loja,Cosmópolis,SP,Sudeste,42000,-22.6419,-47.1926,SUV
RENAULT LOGAN,RENAULT,1,FLEX,0,2020,2021,33963,Loja,Rio de Janeiro,RJ,Sudeste,59530,-22.9129,-43.2003,Carro
RENAULT DUSTER,RENAULT,2,FLEX,1,2012,2013,86700,Loja,Itapeva,SP,Sudeste,48000,-23.9788,-48.8764,SUV
RENAULT DUSTER,RENAULT,1.6,FLEX,0,2016,2016,72000,Loja,Feira de Santana,BA,Nordeste,56999,-12.2664,-38.9663,SUV
JEEP RENEGADE,JEEP,1.8,FLEX,1,2020,2020,39182,Loja,Belo Horizonte,MG,Sudeste,93990,-19.9102,-43.9266,SUV
VOLKSWAGEN T-CROSS,VOLKSWAGEN,1,FLEX,1,2019,2020,22295,Concessionária,Porto Alegre,RS,Sul,110990,-30.0318,-51.2065,SUV
CHEVROLET SPIN,CHEVROLET,1.8,FLEX,1,2019,2020,58959,Loja,Salvador,BA,Nordeste,87890,-12.9718,-38.5011,Minivan
RENAULT DUSTER,RENAULT,1.6,FLEX,0,2020,2020,94846,Loja,São José do Rio Preto,SP,Sudeste,72490,-20.8113,-49.3758,SUV
RENAULT CAPTUR,RENAULT,1.6,FLEX,1,2020,2021,20019,Loja,Rio de Janeiro,RJ,Sudeste,102630,-22.9129,-43.2003,Carro
CHEVROLET SPIN,CHEVROLET,1.8,FLEX,1,2020,2021,26166,Loja,São Paulo,SP,Sudeste,102990,-23.5329,-46.6395,Minivan
NISSAN KICKS,NISSAN,1.6,FLEX,1,2018,2019,46075,Loja,Florianópolis,SC,Sul,94990,-27.5945,-48.5477,SUV
VOLKSWAGEN NIVUS,VOLKSWAGEN,1,FLEX,1,2020,2021,17000,Loja,Conselheiro Lafaiete,MG,Sudeste,113900,-20.6634,-43.7846,SUV
CHEVROLET SPIN,CHEVROLET,1.8,FLEX,1,2021,2022,6800,Loja,São Paulo,SP,Sudeste,105990,-23.5329,-46.6395,Minivan
JEEP RENEGADE,JEEP,1.8,FLEX,1,2019,2020,46339,Loja,Brasília,DF,Centro-Oeste,94990,-15.7795,-47.9297,SUV
CHEVROLET SPIN,CHEVROLET,1.8,FLEX,1,2019,2020,34861,Loja,Salvador,BA,Nordeste,90600,-12.9718,-38.5011,Minivan
NISSAN KICKS,NISSAN,1.6,FLEX,1,2016,2017,63100,Loja,Praia Grande,SP,Sudeste,84990,-24.0084,-46.4121,SUV
CHEVROLET SPIN,CHEVROLET,1.8,FLEX,1,2019,2020,39582,Loja,Rio de Janeiro,RJ,Sudeste,88880,-22.9129,-43.2003,Minivan
VOLKSWAGEN SPACEFOX,VOLKSWAGEN,1.6,FLEX,0,2013,2013,121600,Loja,Porto Alegre,RS,Sul,41900,-30.0318,-51.2065,Carro
CHEVROLET SPIN,CHEVROLET,1.8,FLEX,1,2020,2021,24845,Loja,Ribeirão Preto,SP,Sudeste,102990,-21.1699,-47.8099,Minivan
PEUGEOT 2008,PEUGEOT,1.6,FLEX,1,2017,2017,55000,Loja,Serra,ES,Sudeste,64455,-20.121,-40.3074,SUV
HONDA HR-V,HONDA,1.8,FLEX,1,2018,2019,36853,Concessionária,São Paulo,SP,Sudeste,125900,-23.5329,-46.6395,SUV
JEEP RENEGADE,JEEP,1.8,FLEX,1,2021,2021,100,Loja,Bauru,SP,Sudeste,95800,-22.3246,-49.0871,SUV
NISSAN KICKS,NISSAN,1.6,FLEX,1,2018,2018,84000,Loja,Joaçaba,SC,Sul,85900,-27.1721,-51.5108,SUV
FIAT DOBLÒ,FIAT,1.8,FLEX,0,2019,2020,82898,Concessionária,Toledo,PR,Sul,79900,-22.7421,-46.3728,Minivan
CHEVROLET COBALT,CHEVROLET,1.8,FLEX,1,2019,2019,50107,Loja,Brasília,DF,Centro-Oeste,64990,-15.7795,-47.9297,Carro
FORD ECOSPORT,FORD,1.5,FLEX,1,2019,2020,71795,Loja,Brasília,DF,Centro-Oeste,82990,-15.7795,-47.9297,SUV
CITROËN C3 PICASSO,CITROEN,1.5,FLEX,0,2013,2014,53826,Loja,Matozinhos,MG,Sudeste,29900,-19.5543,-44.0868,Minivan
VOLKSWAGEN T-CROSS,VOLKSWAGEN,1.4,FLEX,1,2020,2021,20000,Loja,Medianeira,PR,Sul,142900,-25.2977,-54.0943,SUV
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2019,2020,60000,Loja,São José dos Campos,SP,Sudeste,78900,-23.1896,-45.8841,Carro
JEEP RENEGADE,JEEP,1.8,FLEX,1,2019,2019,50191,Loja,Juiz de Fora,MG,Sudeste,92900,-21.7595,-43.3398,SUV
NISSAN KICKS,NISSAN,1.6,FLEX,1,2021,2022,0,Loja,São Paulo,SP,Sudeste,123990,-23.5329,-46.6395,SUV
TOYOTA COROLLA CROSS,TOYOTA,1.8,HIBRIDO,1,2021,2022,0,Loja,Canoas,RS,Sul,209990,-29.9128,-51.1857,SUV
JEEP RENEGADE,JEEP,1.8,FLEX,1,2021,2021,0,Loja,São José dos Campos,SP,Sudeste,99900,-23.1896,-45.8841,SUV
NISSAN KICKS,NISSAN,1.6,FLEX,1,2021,2022,0,Loja,Santos,SP,Sudeste,108890,-23.9535,-46.335,SUV
FIAT DOBLÒ,FIAT,1.8,FLEX,0,2019,2020,59715,Loja,João Monlevade,MG,Sudeste,78000,-19.8126,-43.1735,Minivan
TOYOTA COROLLA CROSS,TOYOTA,2,FLEX,1,2021,2022,0,Loja,Boituva,SP,Sudeste,166000,-23.2855,-47.6786,SUV
CHEVROLET SPIN,CHEVROLET,1.8,FLEX,0,2019,2020,87920,Loja,Brasília,DF,Centro-Oeste,61900,-15.7795,-47.9297,Minivan
JEEP RENEGADE,JEEP,1.8,FLEX,1,2019,2020,15000,Loja,Campinas,SP,Sudeste,92990,-22.9053,-47.0659,SUV
VOLKSWAGEN T-CROSS,VOLKSWAGEN,1,FLEX,1,2021,2021,0,Loja,Santo André,SP,Sudeste,114990,-23.6737,-46.5432,SUV
NISSAN KICKS,NISSAN,1.6,FLEX,1,2021,2022,0,Loja,São Paulo,SP,Sudeste,102880,-23.5329,-46.6395,SUV
TOYOTA COROLLA CROSS,TOYOTA,1.8,HIBRIDO,1,2021,2022,0,Loja,São Paulo,SP,Sudeste,207900,-23.5329,-46.6395,SUV
TOYOTA ETIOS,TOYOTA,1.5,FLEX,1,2018,2019,54000,Loja,Blumenau,SC,Sul,66900,-26.9155,-49.0709,Carro
FORD ECOSPORT,FORD,1.6,FLEX,0,2017,2017,80000,Loja,Sumaré,SP,Sudeste,59900,-22.8204,-47.2728,SUV
VOLKSWAGEN T-CROSS,VOLKSWAGEN,1,FLEX,1,2019,2020,35000,Loja,Tijucas,SC,Sul,103850,-27.2354,-48.6322,SUV
NISSAN KICKS,NISSAN,1.6,FLEX,1,2016,2017,57000,Loja,Serra,ES,Sudeste,86990,-20.121,-40.3074,SUV
HONDA HR-V,HONDA,1.8,FLEX,1,2018,2018,76000,Loja,Ponta Grossa,PR,Sul,99900,-25.0916,-50.1668,SUV
HONDA HR-V,HONDA,1.5,GASOLINA,1,2019,2020,27000,Loja,Piracicaba,SP,Sudeste,144900,-22.7338,-47.6476,SUV
JEEP RENEGADE,JEEP,2,DIESEL,1,2019,2019,58000,Loja,Sorocaba,SP,Sudeste,129990,-23.4969,-47.4451,SUV
FORD ECOSPORT,FORD,1.6,FLEX,1,2016,2017,70000,Loja,Rio de Janeiro,RJ,Sudeste,58990,-22.9129,-43.2003,SUV
CHEVROLET ONIX,CHEVROLET,1,FLEX,1,2020,2020,59439,Loja,Araraquara,SP,Sudeste,76990,-21.7845,-48.178,Carro
FORD ECOSPORT,FORD,1.6,FLEX,0,2010,2011,98447,Loja,São Roque,SP,Sudeste,36900,-23.5226,-47.1357,SUV
RENAULT CAPTUR,RENAULT,1.6,FLEX,1,2020,2021,14518,Loja,Indaial,SC,Sul,101900,-26.8992,-49.2354,Carro
HONDA HR-V,HONDA,1.8,FLEX,1,2017,2018,32322,Loja,São Paulo,SP,Sudeste,101900,-23.5329,-46.6395,SUV
NISSAN KICKS,NISSAN,1.6,FLEX,1,2020,2021,5000,Loja,São Paulo,SP,Sudeste,108900,-23.5329,-46.6395,SUV
JEEP RENEGADE,JEEP,1.8,FLEX,1,2017,2018,52000,Loja,Criciúma,SC,Sul,89900,-28.6723,-49.3729,SUV
CHEVROLET SPIN,CHEVROLET,1.8,FLEX,1,2012,2013,112000,Loja,São José do Rio Preto,SP,Sudeste,47900,-20.8113,-49.3758,Minivan
